,age,count
2036,29.333333333333332,3
81,29.333333333333332,3
7359,29.333333333333332,2
7360,29.333333333333332,1
1794,29.333333333333332,3
2729,29.333333333333332,3
4012,29.333333333333332,3
4855,29.333333333333332,3
718,29.333333333333332,3
5942,29.333333333333332,3
10073,29.333333333333332,3
9993,29.333333333333332,3
3825,29.333333333333332,3
7119,29.333333333333332,3
7346,29.333333333333332,3
7202,29.333333333333332,2
7203,29.333333333333332,1
8315,29.333333333333332,3
8157,29.333333333333332,3
1972,29.333333333333332,3
645,29.333333333333332,2
646,29.333333333333332,1
8058,29.333333333333332,3
11452,29.333333333333332,2
11453,29.333333333333332,1
9118,29.333333333333332,3
7047,29.333333333333332,3
9468,29.333333333333332,3
5896,29.333333333333332,3
2584,29.333333333333332,1
2585,29.333333333333332,2
2149,29.333333333333332,3
3638,29.333333333333332,2
3639,29.333333333333332,1
1928,29.333333333333332,3
9227,29.333333333333332,3
4846,29.333333333333332,3
5042,29.333333333333332,3
649,29.333333333333332,3
7131,29.333333333333332,3
3812,29.333333333333332,3
2660,29.333333333333332,3
6187,29.333333333333332,3
2176,29.4,4
2177,29.4,1
109,29.4,5
10873,29.4,5
9072,29.4,5
11484,29.4,5
4748,29.4,5
4867,29.4,5
4780,29.4,5
2882,29.4,5
4773,29.4,1
4774,29.4,4
4828,29.4,5
1872,29.4,3
1873,29.4,2
4078,29.5,4
9268,29.5,4
10121,29.5,4
394,29.5,4
4848,29.5,4
2001,29.5,4
8302,29.5,2
8303,29.5,2
5905,29.5,4
8447,29.5,4
7127,29.5,4
7263,29.5,4
6245,29.5,4
9160,29.5,2
9161,29.5,2
10212,29.5,2
10213,29.5,2
10847,29.5,4
2018,29.5,4
7306,29.5,3
7307,29.5,1
8136,29.5,2
8137,29.5,2
10109,29.5,3
10110,29.5,1
7455,29.5,4
10803,29.5,4
9263,29.5,1
9264,29.5,3
1152,29.5,4
1146,29.5,4
4760,29.5,3
4761,29.5,1
8317,29.5,4
1265,29.5,4
1271,29.5,3
1272,29.5,1
2115,29.5,3
2116,29.5,1
1224,29.5,3
1225,29.5,1
2638,29.5,3
2639,29.5,1
1166,29.5,4
5141,29.5,3
5142,29.5,1
2836,29.6,5
7210,29.6,4
7211,29.6,1
5094,29.6,5
2673,29.6,5
7282,29.6,5
4889,29.6,4
4890,29.6,1
7260,29.6,3
7261,29.6,2
2073,29.6,3
2074,29.6,2
1383,29.666666666666668,3
6382,29.666666666666668,3
11548,29.666666666666668,3
4722,29.666666666666668,3
9131,29.666666666666668,2
9132,29.666666666666668,1
1952,29.666666666666668,3
7395,29.666666666666668,3
1983,29.666666666666668,3
11455,29.666666666666668,2
11456,29.666666666666668,1
9973,29.666666666666668,3
205,29.666666666666668,2
206,29.666666666666668,1
6246,29.666666666666668,3
2906,29.666666666666668,3
7212,29.666666666666668,1
7213,29.666666666666668,2
2823,29.666666666666668,3
2022,29.666666666666668,3
10004,29.666666666666668,1
10005,29.666666666666668,2
1156,29.666666666666668,2
1157,29.666666666666668,1
364,29.666666666666668,3
9235,29.666666666666668,3
3925,29.666666666666668,3
1855,29.666666666666668,3
4733,29.666666666666668,2
4734,29.666666666666668,1
3910,29.666666666666668,3
2128,29.666666666666668,3
4885,29.666666666666668,2
4886,29.666666666666668,1
9135,29.666666666666668,2
9136,29.666666666666668,1
10192,29.666666666666668,3
1259,29.666666666666668,3
1136,29.666666666666668,3
1297,29.666666666666668,3
7090,29.666666666666668,3
7087,29.666666666666668,3
3732,29.666666666666668,3
2924,29.75,3
2925,29.75,1
2174,29.75,2
2175,29.75,2
2112,29.75,4
11861,29.75,4
10123,29.75,4
2623,29.75,3
2624,29.75,1
10891,29.75,3
10892,29.75,1
216,29.75,4
10893,29.75,4
2042,29.75,4
10056,29.75,4
8088,29.75,2
8089,29.75,2
2011,29.75,4
5031,29.75,4
9349,29.75,3
9350,29.75,1
6053,29.75,4
7201,29.75,4
9261,29.75,3
9262,29.75,1
380,29.75,3
381,29.75,1
7183,29.75,4
409,29.75,4
2662,29.75,4
98,29.75,4
8096,29.75,4
50,29.8,5
11447,29.8,2
11448,29.8,3
10065,29.8,3
10066,29.8,2
4909,29.8,4
4910,29.8,1
6037,29.8,5
9319,29.8,5
10084,29.8,3
10085,29.8,2
7274,29.8,5
5962,29.8,2
5963,29.8,3
7309,29.8,5
8347,29.8,1
8348,29.8,4
10098,29.8,5
7133,29.8,5
8234,29.8,5
473,30.0,4
60,30.0,3
463,30.0,3
464,30.0,1
806,30.0,4
6357,30.0,3
8516,30.0,2
8517,30.0,2
8532,30.0,2
8533,30.0,1
1359,30.0,4
7496,30.0,3
7497,30.0,2
465,30.0,3
4082,30.0,4
6370,30.0,3
34,30.0,2
35,30.0,2
8182,30.0,4
7095,30.0,2
7096,30.0,2
3856,30.0,3
3857,30.0,1
1991,30.0,2
1992,30.0,1
7344,30.0,3
5950,30.0,3
8453,30.0,3
1803,30.0,3
2671,30.0,2
2672,30.0,2
1135,30.0,3
5023,30.0,4
1207,30.0,3
1327,30.0,2
1328,30.0,1
3,30.0,5
10211,30.0,3
9158,30.0,2
9159,30.0,1
10940,30.0,4
10941,30.0,1
1262,30.0,3
10976,30.0,2
10977,30.0,1
5935,30.0,3
5122,30.0,3
9485,30.0,5
5124,30.0,3
9314,30.0,3
9315,30.0,1
1947,30.0,3
10980,30.0,3
10981,30.0,2
3911,30.0,2
3912,30.0,1
1130,30.0,4
1131,30.0,1
11882,30.0,2
11883,30.0,1
8214,30.0,2
8215,30.0,2
10235,30.0,3
5082,30.0,4
5083,30.0,1
430,30.0,4
9436,30.0,3
2816,30.0,4
10958,30.0,4
7298,30.0,3
7299,30.0,1
204,30.0,3
2699,30.0,2
2700,30.0,1
6254,30.0,3
2019,30.0,3
11525,30.0,2
11526,30.0,2
10246,30.0,3
2784,30.0,3
6058,30.0,3
6059,30.0,2
8170,30.0,2
8171,30.0,1
7163,30.0,3
7164,30.0,1
3577,30.0,3
3578,30.0,2
5898,30.0,2
5899,30.0,1
3625,30.0,5
7240,30.0,4
2746,30.0,4
2586,30.0,3
1961,30.0,2
1962,30.0,1
632,30.0,3
633,30.0,1
1170,30.0,3
2649,30.0,3
2650,30.0,1
9226,30.0,4
7195,30.0,3
4876,30.0,1
4877,30.0,2
6113,30.0,2
6114,30.0,2
2644,30.0,2
2645,30.0,3
6184,30.0,4
198,30.0,3
10993,30.0,1
10994,30.0,2
1973,30.0,2
1974,30.0,1
7494,30.2,1
7495,30.2,4
2142,30.2,4
2143,30.2,1
9127,30.2,3
9128,30.2,2
711,30.2,5
4859,30.2,5
2100,30.2,5
2708,30.2,5
4930,30.2,5
5038,30.2,3
5039,30.2,2
2810,30.2,5
4921,30.2,4
4922,30.2,1
2891,30.2,4
2892,30.2,1
2589,30.25,4
3842,30.25,4
9044,30.25,2
9045,30.25,2
9410,30.25,3
9411,30.25,1
2621,30.25,4
643,30.25,3
644,30.25,1
2837,30.25,4
3913,30.25,3
3914,30.25,1
2013,30.25,2
2014,30.25,2
8339,30.25,2
8340,30.25,2
8228,30.25,1
8229,30.25,3
1282,30.25,4
2831,30.25,3
2832,30.25,1
6007,30.25,3
6008,30.25,1
1354,30.25,4
7313,30.25,1
7314,30.25,3
118,30.333333333333332,3
6346,30.333333333333332,2
6347,30.333333333333332,1
2958,30.333333333333332,3
2170,30.333333333333332,2
2171,30.333333333333332,1
2875,30.333333333333332,2
2876,30.333333333333332,1
7454,30.333333333333332,3
6011,30.333333333333332,3
6272,30.333333333333332,3
10148,30.333333333333332,1
10149,30.333333333333332,2
4754,30.333333333333332,3
186,30.333333333333332,3
2764,30.333333333333332,3
8132,30.333333333333332,3
7451,30.333333333333332,3
4020,30.333333333333332,2
4021,30.333333333333332,1
9986,30.333333333333332,3
10219,30.333333333333332,3
10845,30.333333333333332,2
10846,30.333333333333332,1
3916,30.333333333333332,3
6285,30.333333333333332,3
4946,30.333333333333332,3
5053,30.333333333333332,2
5054,30.333333333333332,1
1965,30.333333333333332,3
9320,30.333333333333332,3
1852,30.333333333333332,3
4815,30.333333333333332,2
4816,30.333333333333332,1
3597,30.333333333333332,2
3598,30.333333333333332,1
4784,30.333333333333332,2
4785,30.333333333333332,1
10857,30.333333333333332,3
9209,30.333333333333332,3
2023,30.333333333333332,2
2024,30.333333333333332,1
715,30.333333333333332,3
5897,30.333333333333332,3
8277,30.333333333333332,3
2674,30.333333333333332,2
2675,30.333333333333332,1
8445,30.333333333333332,2
8446,30.333333333333332,1
4825,30.333333333333332,3
7266,30.333333333333332,2
7267,30.333333333333332,1
3889,30.333333333333332,3
1931,30.333333333333332,3
1791,30.333333333333332,3
690,30.333333333333332,3
2655,30.333333333333332,3
3674,30.333333333333332,2
3675,30.333333333333332,1
5913,30.333333333333332,2
5914,30.333333333333332,1
9427,30.333333333333332,3
5195,30.4,4
5196,30.4,1
5056,30.4,5
6264,30.4,5
7272,30.4,5
8314,30.4,5
5959,30.4,1
5960,30.4,4
1214,30.4,5
3665,30.5,4
1989,30.5,4
5143,30.5,3
5144,30.5,1
1239,30.5,4
4891,30.5,4
361,30.5,1
362,30.5,3
7128,30.5,4
7279,30.5,4
3957,30.5,4
3693,30.5,4
7241,30.5,4
5114,30.5,4
5208,30.5,3
5209,30.5,1
2117,30.5,2
2118,30.5,2
87,30.5,3
88,30.5,1
352,30.5,4
4863,30.5,2
4864,30.5,2
1375,30.6,4
1376,30.6,1
2136,30.6,5
226,30.6,2
227,30.6,3
1320,30.6,4
1321,30.6,1
10285,30.6,5
700,30.6,5
7109,30.6,2
7110,30.6,3
2667,30.6,5
7242,30.6,5
3894,30.6,5
4902,30.6,3
4903,30.6,2
4075,30.666666666666668,3
784,30.666666666666668,3
4051,30.666666666666668,1
4052,30.666666666666668,2
10827,30.666666666666668,1
10828,30.666666666666668,2
3940,30.666666666666668,2
3941,30.666666666666668,1
2782,30.666666666666668,2
2783,30.666666666666668,1
1981,30.666666666666668,3
4961,30.666666666666668,3
413,30.666666666666668,3
9425,30.666666666666668,2
9426,30.666666666666668,1
3586,30.666666666666668,2
3587,30.666666666666668,1
5116,30.666666666666668,3
4998,30.666666666666668,3
9051,30.666666666666668,3
3743,30.666666666666668,3
1264,30.666666666666668,3
8198,30.666666666666668,2
8199,30.666666666666668,1
401,30.666666666666668,3
8509,30.666666666666668,3
4869,30.666666666666668,3
6046,30.666666666666668,3
7361,30.666666666666668,3
9323,30.666666666666668,3
1281,30.666666666666668,3
4873,30.666666666666668,2
4874,30.666666666666668,1
2612,30.666666666666668,3
10957,30.666666666666668,3
4022,30.666666666666668,1
4023,30.666666666666668,2
3705,30.666666666666668,3
9123,30.666666666666668,1
9124,30.666666666666668,2
9212,30.666666666666668,2
9213,30.666666666666668,1
4028,30.666666666666668,3
2092,30.666666666666668,1
2093,30.666666666666668,2
1299,30.666666666666668,3
4875,30.666666666666668,3
4823,30.666666666666668,3
1235,30.666666666666668,3
3737,30.666666666666668,3
1982,30.666666666666668,3
4040,30.75,3
4041,30.75,1
2162,30.75,4
9480,30.75,4
7072,30.75,4
3758,30.75,4
1109,30.75,4
7264,30.75,4
8231,30.75,3
8232,30.75,1
7200,30.75,4
3958,30.75,3
3959,30.75,1
5206,30.75,2
5207,30.75,2
1825,30.75,4
2103,30.75,2
2104,30.75,2
7187,30.75,3
7188,30.75,1
6081,30.75,4
1918,30.75,4
1232,30.75,4
5911,30.75,3
5912,30.75,1
1286,30.75,4
3621,30.75,3
3622,30.75,1
48,30.8,5
2139,30.8,5
6196,30.8,5
1236,30.8,5
3944,30.8,5
4911,30.8,3
4912,30.8,2
7293,30.8,5
1966,30.8,3
1967,30.8,2
1933,30.8,5
10173,30.8,5
342,30.8,4
343,30.8,1
7105,30.8,1
7106,30.8,4
422,30.8,3
423,30.8,2
6353,31.0,2
6354,31.0,1
2977,31.0,3
2978,31.0,2
457,31.0,4
3753,31.0,3
257,31.0,1
258,31.0,2
1365,31.0,1
1366,31.0,2
1386,31.0,1
1387,31.0,2
2913,31.0,4
5237,31.0,4
244,31.0,3
7505,31.0,3
395,31.0,3
4001,31.0,2
4002,31.0,2
3818,31.0,3
4003,31.0,3
4996,31.0,3
8467,31.0,3
8468,31.0,1
4720,31.0,1
4721,31.0,2
1997,31.0,3
1343,31.0,4
9148,31.0,3
1123,31.0,3
9023,31.0,3
7482,31.0,3
1218,31.0,4
10839,31.0,2
10840,31.0,1
8108,31.0,3
4015,31.0,3
4016,31.0,1
218,31.0,3
9989,31.0,2
9990,31.0,1
1158,31.0,1
1159,31.0,2
9340,31.0,1
9341,31.0,2
1817,31.0,3
1818,31.0,1
10949,31.0,3
1260,31.0,4
2005,31.0,3
10945,31.0,2
10946,31.0,1
1884,31.0,1
1885,31.0,3
7268,31.0,3
7269,31.0,2
5981,31.0,5
9428,31.0,5
8427,31.0,4
1865,31.0,2
1866,31.0,1
636,31.0,4
2012,31.0,3
8094,31.0,3
8095,31.0,1
3819,31.0,4
7206,31.0,1
7207,31.0,3
8225,31.0,3
6109,31.0,2
6110,31.0,2
1850,31.0,2
1851,31.0,1
8337,31.0,2
8338,31.0,2
2822,31.0,3
5093,31.0,4
9061,31.0,3
10088,31.0,3
9372,31.0,2
9373,31.0,1
8249,31.0,2
8250,31.0,1
11542,31.0,2
11543,31.0,2
7221,31.0,1
7222,31.0,2
3611,31.0,1
3612,31.0,2
6065,31.0,1
6066,31.0,3
7285,31.0,4
7286,31.0,1
11459,31.0,3
4824,31.0,3
2096,31.0,4
85,31.0,2
86,31.0,1
4919,31.0,1
4920,31.0,2
2825,31.0,2
2826,31.0,1
9330,31.0,3
2707,31.0,3
1954,31.0,4
10079,31.0,2
10080,31.0,2
8342,31.0,2
8343,31.0,3
4076,31.0,2
4077,31.0,2
4080,31.0,1
4081,31.0,3
5214,31.0,1
5215,31.0,2
6103,31.0,3
6104,31.0,2
3657,31.0,5
1998,31.0,2
1999,31.0,1
1951,31.0,3
93,31.0,3
9472,31.0,3
694,31.0,5
6038,31.0,4
2883,31.0,1
2884,31.0,2
6042,31.0,1
6043,31.0,2
9358,31.0,2
9359,31.0,1
8220,31.0,5
9214,31.0,4
4905,31.0,1
4906,31.0,2
9224,31.0,3
8131,31.0,3
759,31.0,3
760,31.0,1
2071,31.0,1
2072,31.0,3
9486,31.0,3
458,31.2,5
801,31.2,5
3887,31.2,3
3888,31.2,2
3762,31.2,5
10880,31.2,4
10881,31.2,1
10169,31.2,2
10170,31.2,3
7169,31.2,1
7170,31.2,4
190,31.2,5
6164,31.2,5
3853,31.2,3
3854,31.2,2
708,31.2,4
709,31.2,1
187,31.2,5
1874,31.2,5
3755,31.2,4
3756,31.2,1
9077,31.2,3
9078,31.2,2
1990,31.2,5
9079,31.2,4
9080,31.2,1
7052,31.2,5
5070,31.2,4
5071,31.2,1
1223,31.2,5
1860,31.2,4
1861,31.2,1
434,31.2,5
1240,31.2,5
3749,31.2,4
3750,31.2,1
638,31.2,3
639,31.2,2
7514,31.25,2
7515,31.25,2
49,31.25,4
3964,31.25,4
184,31.25,4
666,31.25,4
9114,31.25,1
9115,31.25,3
9144,31.25,2
9145,31.25,2
3936,31.25,3
3937,31.25,1
6174,31.25,4
4745,31.25,2
4746,31.25,2
11901,31.25,2
11902,31.25,2
6039,31.25,2
6040,31.25,2
4857,31.25,2
4858,31.25,2
7135,31.25,4
8098,31.25,4
5067,31.25,4
4844,31.25,3
4845,31.25,1
10158,31.25,4
2964,31.25,2
2965,31.25,2
102,31.25,3
103,31.25,1
1795,31.25,2
1796,31.25,2
7493,31.333333333333332,3
4039,31.333333333333332,3
792,31.333333333333332,3
460,31.333333333333332,3
1986,31.333333333333332,3
3896,31.333333333333332,3
392,31.333333333333332,3
1351,31.333333333333332,2
1352,31.333333333333332,1
2056,31.333333333333332,3
7111,31.333333333333332,3
631,31.333333333333332,3
10969,31.333333333333332,3
1353,31.333333333333332,3
4941,31.333333333333332,2
4942,31.333333333333332,1
208,31.333333333333332,3
10788,31.333333333333332,3
8244,31.333333333333332,1
8245,31.333333333333332,2
2829,31.333333333333332,3
3647,31.333333333333332,2
3648,31.333333333333332,1
10916,31.333333333333332,3
7140,31.333333333333332,2
7141,31.333333333333332,1
1252,31.333333333333332,3
6320,31.333333333333332,1
6321,31.333333333333332,2
1853,31.333333333333332,2
1854,31.333333333333332,1
4933,31.333333333333332,1
4934,31.333333333333332,2
3697,31.333333333333332,1
3698,31.333333333333332,2
1811,31.333333333333332,3
9149,31.333333333333332,2
9150,31.333333333333332,1
2590,31.333333333333332,2
2591,31.333333333333332,1
1963,31.333333333333332,2
1964,31.333333333333332,1
1958,31.333333333333332,3
4870,31.333333333333332,3
6274,31.333333333333332,2
6275,31.333333333333332,1
2576,31.333333333333332,3
8160,31.333333333333332,1
8161,31.333333333333332,2
5101,31.333333333333332,3
6230,31.333333333333332,2
6231,31.333333333333332,1
2082,31.333333333333332,1
2083,31.333333333333332,2
1241,31.333333333333332,3
3734,31.333333333333332,1
3735,31.333333333333332,2
763,31.333333333333332,3
3631,31.333333333333332,2
3632,31.333333333333332,1
4042,31.4,4
4043,31.4,1
2124,31.4,5
2172,31.4,1
2173,31.4,4
3858,31.4,5
1238,31.4,5
7144,31.4,5
1119,31.4,4
1120,31.4,1
5089,31.4,5
10194,31.4,3
10195,31.4,2
804,31.5,4
4060,31.5,3
4061,31.5,1
8305,31.5,4
8133,31.5,4
9260,31.5,4
6332,31.5,3
6333,31.5,1
3643,31.5,4
10228,31.5,4
9338,31.5,3
9339,31.5,1
9052,31.5,3
9053,31.5,1
89,31.5,4
3652,31.5,4
1229,31.5,4
10966,31.5,2
10967,31.5,2
730,31.5,4
1284,31.5,4
7458,31.5,4
4788,31.5,4
1148,31.5,3
1149,31.5,1
2113,31.5,2
2114,31.5,2
2940,31.5,4
378,31.5,4
648,31.5,4
1381,31.6,5
11551,31.6,5
388,31.6,5
3635,31.6,3
3636,31.6,2
5129,31.6,5
7214,31.6,4
7215,31.6,1
4866,31.6,5
2178,31.666666666666668,3
798,31.666666666666668,3
8519,31.666666666666668,2
8520,31.666666666666668,1
1995,31.666666666666668,2
1996,31.666666666666668,1
3966,31.666666666666668,2
3967,31.666666666666668,1
10931,31.666666666666668,2
10932,31.666666666666668,1
416,31.666666666666668,3
3928,31.666666666666668,1
3929,31.666666666666668,2
10821,31.666666666666668,2
10822,31.666666666666668,1
1978,31.666666666666668,3
10889,31.666666666666668,2
10890,31.666666666666668,1
8059,31.666666666666668,3
5158,31.666666666666668,3
3624,31.666666666666668,3
10883,31.666666666666668,3
9278,31.666666666666668,3
11473,31.666666666666668,1
11474,31.666666666666668,2
8068,31.666666666666668,3
7461,31.666666666666668,3
10972,31.666666666666668,1
10973,31.666666666666668,2
6279,31.666666666666668,3
5096,31.666666666666668,3
6306,31.666666666666668,3
6281,31.666666666666668,3
2815,31.666666666666668,3
1300,31.666666666666668,3
1280,31.666666666666668,3
1273,31.666666666666668,3
6256,31.666666666666668,3
2824,31.666666666666668,3
7225,31.666666666666668,3
9151,31.666666666666668,2
9152,31.666666666666668,1
3991,31.666666666666668,1
3992,31.666666666666668,2
6173,31.666666666666668,3
790,31.666666666666668,2
791,31.666666666666668,1
2636,31.666666666666668,2
2637,31.666666666666668,1
3696,31.666666666666668,3
9305,31.666666666666668,2
9306,31.666666666666668,1
10191,31.666666666666668,3
9153,31.666666666666668,3
6125,31.75,1
6126,31.75,3
6358,31.75,1
6359,31.75,3
10878,31.75,3
10879,31.75,1
2619,31.75,3
2620,31.75,1
727,31.75,4
5072,31.75,3
5073,31.75,1
10885,31.75,2
10886,31.75,2
348,31.75,4
10206,31.75,2
10207,31.75,2
3907,31.75,4
9324,31.75,3
9325,31.75,1
2029,31.75,4
7265,31.75,4
3662,31.75,3
3663,31.75,1
1126,31.75,4
2651,31.75,2
2652,31.75,2
5949,31.75,4
242,31.8,4
243,31.8,1
11497,31.8,3
11498,31.8,2
11884,31.8,5
6121,31.8,2
6122,31.8,3
6107,31.8,3
6108,31.8,2
3942,31.8,3
3943,31.8,2
767,31.8,1
768,31.8,4
778,32.0,2
779,32.0,1
1356,32.0,3
4915,32.0,1
4916,32.0,3
6345,32.0,3
6355,32.0,2
6356,32.0,1
2974,32.0,3
7498,32.0,2
7499,32.0,1
8538,32.0,1
8539,32.0,2
8514,32.0,2
8515,32.0,1
2943,32.0,3
2944,32.0,1
788,32.0,1
789,32.0,2
249,32.0,3
4045,32.0,3
2144,32.0,4
2945,32.0,1
2946,32.0,3
4071,32.0,3
4072,32.0,1
10119,32.0,3
6073,32.0,3
2788,32.0,3
36,32.0,3
10790,32.0,3
9969,32.0,1
9970,32.0,2
5926,32.0,4
3711,32.0,3
3861,32.0,3
10793,32.0,5
9156,32.0,2
9157,32.0,1
3930,32.0,3
11503,32.0,3
7256,32.0,3
7257,32.0,1
8104,32.0,4
6273,32.0,4
10114,32.0,2
10115,32.0,1
10823,32.0,1
10824,32.0,2
5046,32.0,2
5047,32.0,1
1261,32.0,3
2003,32.0,5
9188,32.0,2
9189,32.0,1
10045,32.0,3
10046,32.0,1
6282,32.0,1
6283,32.0,2
8208,32.0,4
4781,32.0,3
12086,32.0,3
9168,32.0,4
9169,32.0,1
8334,32.0,4
9162,32.0,4
9163,32.0,1
9164,32.0,3
6286,32.0,1
6287,32.0,2
11905,32.0,2
11906,32.0,1
10047,32.0,4
10048,32.0,1
7191,32.0,1
7192,32.0,2
12087,32.0,1
12088,32.0,2
1277,32.0,3
1230,32.0,3
3969,32.0,3
8501,32.0,3
6119,32.0,3
1275,32.0,3
1276,32.0,1
9199,32.0,3
10959,32.0,2
10960,32.0,1
7278,32.0,5
9362,32.0,3
4018,32.0,2
4019,32.0,1
2089,32.0,2
2090,32.0,1
10997,32.0,3
10198,32.0,5
8114,32.0,4
9119,32.0,3
9120,32.0,1
3792,32.0,3
9102,32.0,3
7253,32.0,2
7254,32.0,2
3809,32.0,4
8236,32.0,1
8237,32.0,3
3933,32.0,4
1912,32.0,3
3945,32.0,3
2592,32.0,2
2593,32.0,1
3703,32.0,3
7235,32.0,4
2640,32.0,2
2641,32.0,2
6032,32.0,2
6033,32.0,3
9146,32.0,2
9147,32.0,2
6247,32.0,2
6248,32.0,1
7173,32.0,3
7174,32.0,1
7165,32.0,2
7166,32.0,3
1317,32.0,3
6079,32.0,2
6080,32.0,1
379,32.0,3
2697,32.0,3
1985,32.0,3
191,32.0,3
7485,32.2,5
1215,32.2,5
1858,32.2,4
1859,32.2,1
1325,32.2,5
11887,32.2,4
11888,32.2,1
2775,32.2,4
2776,32.2,1
5995,32.2,2
5996,32.2,3
2642,32.2,3
2643,32.2,2
4924,32.2,3
4925,32.2,2
104,32.2,5
6090,32.2,2
6091,32.2,3
7491,32.25,4
6374,32.25,3
6375,32.25,1
2123,32.25,4
3795,32.25,4
1255,32.25,4
8162,32.25,3
8163,32.25,1
1980,32.25,4
1117,32.25,4
6328,32.25,4
5916,32.25,4
2580,32.25,4
5119,32.25,4
8323,32.25,1
8324,32.25,3
1867,32.25,3
1868,32.25,1
9193,32.25,1
9194,32.25,3
8188,32.25,3
8189,32.25,1
10043,32.25,3
10044,32.25,1
3676,32.25,3
3677,32.25,1
3803,32.25,4
9218,32.25,2
9219,32.25,2
8341,32.25,4
2752,32.25,4
7112,32.25,2
7113,32.25,2
10806,32.25,1
10807,32.25,3
9108,32.25,3
9109,32.25,1
8289,32.25,2
8290,32.25,2
1128,32.25,4
7216,32.25,2
7217,32.25,2
6076,32.25,3
6077,32.25,1
8263,32.25,3
8264,32.25,1
8240,32.25,4
3669,32.25,3
3670,32.25,1
6289,32.25,3
6290,32.25,1
7486,32.333333333333336,3
1400,32.333333333333336,3
9093,32.333333333333336,3
6271,32.333333333333336,3
7171,32.333333333333336,3
8172,32.333333333333336,1
8173,32.333333333333336,2
702,32.333333333333336,3
11864,32.333333333333336,3
10135,32.333333333333336,3
195,32.333333333333336,3
7093,32.333333333333336,3
8439,32.333333333333336,3
10935,32.333333333333336,3
1846,32.333333333333336,2
1847,32.333333333333336,1
201,32.333333333333336,3
2893,32.333333333333336,3
10041,32.333333333333336,2
10042,32.333333333333336,1
10853,32.333333333333336,2
10854,32.333333333333336,1
2897,32.333333333333336,3
10081,32.333333333333336,1
10082,32.333333333333336,2
10982,32.333333333333336,2
10983,32.333333333333336,1
1163,32.333333333333336,3
11896,32.333333333333336,3
9064,32.333333333333336,3
9269,32.333333333333336,3
3642,32.333333333333336,3
1975,32.333333333333336,2
1976,32.333333333333336,1
3935,32.333333333333336,3
9275,32.333333333333336,3
9972,32.333333333333336,3
5929,32.333333333333336,2
5930,32.333333333333336,1
9420,32.333333333333336,3
8082,32.333333333333336,3
7172,32.333333333333336,3
2866,32.333333333333336,2
2867,32.333333333333336,1
2774,32.333333333333336,3
689,32.333333333333336,3
764,32.333333333333336,2
765,32.333333333333336,1
2834,32.333333333333336,3
2131,32.333333333333336,3
4079,32.333333333333336,3
2129,32.333333333333336,2
2130,32.333333333333336,1
4058,32.333333333333336,2
4059,32.333333333333336,1
8246,32.333333333333336,2
8247,32.333333333333336,1
7436,32.333333333333336,3
5157,32.333333333333336,3
4769,32.333333333333336,3
382,32.333333333333336,3
2819,32.333333333333336,3
4880,32.4,5
6019,32.4,4
6020,32.4,1
701,32.4,5
2778,32.4,5
6023,32.4,5
10943,32.4,4
10944,32.4,1
3721,32.4,4
3722,32.4,1
420,32.4,2
421,32.4,3
2599,32.4,4
2600,32.4,1
10189,32.4,1
10190,32.4,4
5090,32.4,5
7311,32.4,3
7312,32.4,2
2828,32.4,5
5212,32.4,2
5213,32.4,3
1172,32.4,5
1318,32.4,4
1319,32.4,1
2668,32.4,5
236,32.5,2
237,32.5,2
9086,32.5,3
9087,32.5,1
3673,32.5,4
8462,32.5,4
6300,32.5,3
6301,32.5,1
1848,32.5,1
1849,32.5,3
10819,32.5,1
10820,32.5,3
2008,32.5,4
10059,32.5,1
10060,32.5,3
12095,32.5,3
12096,32.5,1
8474,32.5,4
707,32.5,4
6100,32.5,4
9204,32.5,3
9205,32.5,1
8281,32.5,2
8282,32.5,2
9302,32.5,4
2121,32.5,4
2119,32.5,2
2120,32.5,2
6078,32.5,4
749,32.5,3
750,32.5,1
9176,32.5,3
9177,32.5,1
5154,32.5,4
6056,32.5,4
3678,32.5,2
3679,32.5,2
113,32.6,5
6070,32.6,4
6071,32.6,1
6327,32.6,5
3580,32.6,4
3581,32.6,1
3618,32.6,5
10202,32.6,2
10203,32.6,3
4944,32.6,1
4945,32.6,4
10057,32.6,2
10058,32.6,3
9184,32.6,2
9185,32.6,3
5095,32.6,5
9351,32.6,2
9352,32.6,3
7204,32.6,4
7205,32.6,1
5168,32.6,2
5169,32.6,3
8255,32.6,5
813,32.666666666666664,2
814,32.666666666666664,1
5955,32.666666666666664,2
5956,32.666666666666664,1
9121,32.666666666666664,2
9122,32.666666666666664,1
8134,32.666666666666664,3
728,32.666666666666664,3
8271,32.666666666666664,2
8272,32.666666666666664,1
5102,32.666666666666664,3
719,32.666666666666664,3
355,32.666666666666664,3
8499,32.666666666666664,3
3717,32.666666666666664,3
5081,32.666666666666664,3
10051,32.666666666666664,2
10052,32.666666666666664,1
8327,32.666666666666664,1
8328,32.666666666666664,2
412,32.666666666666664,3
2846,32.666666666666664,3
9353,32.666666666666664,3
8146,32.666666666666664,3
11894,32.666666666666664,2
11895,32.666666666666664,1
11540,32.666666666666664,1
11541,32.666666666666664,2
2909,32.666666666666664,3
260,32.666666666666664,1
261,32.666666666666664,2
3701,32.666666666666664,2
3702,32.666666666666664,1
7156,32.666666666666664,1
7157,32.666666666666664,2
1302,32.666666666666664,3
6030,32.666666666666664,2
6031,32.666666666666664,1
687,32.666666666666664,3
7506,32.75,2
7507,32.75,2
